Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount, Profit ,Cluster,Customer Category
2387,US-2020-117534,3/25/2020,3/26/2020,First Class,CV-12295,Christina VanderZanden,Consumer,Fresno,California,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,$479.98 ,2,20%,$60.00 ,0,Moderate
2388,CA-2018-145065,12/12/2018,12/15/2018,First Class,DK-13375,Dennis Kane,Consumer,San Diego,California,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,$7.86 ,2,0%,$3.62 ,0,Moderate
2389,CA-2018-145065,12/12/2018,12/15/2018,First Class,DK-13375,Dennis Kane,Consumer,San Diego,California,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,$24.45 ,2,20%,$8.86 ,0,Moderate
2390,US-2018-127040,12/6/2018,12/10/2018,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,$6.48 ,1,0%,$3.11 ,0,Moderate
2391,US-2018-127040,12/6/2018,12/10/2018,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,$41.86 ,7,0%,$20.51 ,0,Moderate
2392,US-2018-127040,12/6/2018,12/10/2018,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),"$1,619.91 ",9,0%,$97.19 ,0,Moderate
2393,US-2018-127040,12/6/2018,12/10/2018,Standard Class,SG-20605,Speros Goranitis,Consumer,New York City,New York,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",$113.92 ,4,0%,$42.15 ,0,Moderate
2394,CA-2019-128111,3/17/2019,3/23/2019,Standard Class,CS-12355,Christine Sundaresam,Consumer,Malden,Massachusetts,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,$39.68 ,2,0%,$10.32 ,0,Moderate
2395,CA-2018-137897,11/14/2018,11/19/2018,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,East,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,$37.60 ,2,0%,$2.26 ,0,Moderate
2396,CA-2018-137897,11/14/2018,11/19/2018,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,$59.90 ,2,0%,$23.96 ,0,Moderate
2397,CA-2018-137897,11/14/2018,11/19/2018,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",$37.00 ,5,0%,$16.65 ,0,Moderate
2398,CA-2020-169264,8/14/2020,8/16/2020,Second Class,NP-18700,Nora Preis,Consumer,San Francisco,California,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,$5.76 ,2,0%,$2.82 ,0,Moderate
2399,CA-2020-169264,8/14/2020,8/16/2020,Second Class,NP-18700,Nora Preis,Consumer,San Francisco,California,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,$16.68 ,6,0%,$4.34 ,0,Moderate
2400,CA-2020-147361,9/9/2020,9/15/2020,Standard Class,SB-20290,Sean Braxton,Corporate,Florence,South Carolina,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,$628.81 ,7,0%,$12.58 ,0,Moderate
2401,CA-2020-147361,9/9/2020,9/15/2020,Standard Class,SB-20290,Sean Braxton,Corporate,Florence,South Carolina,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,$56.45 ,5,0%,$14.68 ,0,Moderate
2402,CA-2020-145877,4/1/2020,4/4/2020,Second Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,$94.20 ,6,0%,$23.55 ,0,Moderate
2403,CA-2020-145877,4/1/2020,4/4/2020,Second Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,$28.40 ,5,0%,$13.35 ,0,Moderate
2404,US-2019-110170,9/27/2019,10/3/2019,Standard Class,HM-14860,Harry Marie,Corporate,Huntsville,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,$956.66 ,7,32%,($225.10),2,Unprofitable
2405,CA-2020-108574,10/7/2020,10/11/2020,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,"$1,115.91 ",9,0%,$200.86 ,0,Moderate
2406,CA-2020-108574,10/7/2020,10/11/2020,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,$128.74 ,7,20%,($28.97),0,Moderate
2407,CA-2020-108574,10/7/2020,10/11/2020,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",$79.92 ,10,20%,$26.97 ,0,Moderate
2408,CA-2020-144589,1/20/2020,1/25/2020,Standard Class,TM-21010,Tamara Manning,Consumer,San Francisco,California,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,$24.20 ,5,0%,$7.99 ,0,Moderate
2409,CA-2020-144589,1/20/2020,1/25/2020,Standard Class,TM-21010,Tamara Manning,Consumer,San Francisco,California,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,$359.98 ,3,20%,$130.49 ,0,Moderate
2410,CA-2020-155985,3/23/2020,3/25/2020,First Class,BE-11335,Bill Eplett,Home Office,San Francisco,California,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,$211.84 ,8,0%,$76.26 ,0,Moderate
2411,CA-2017-162684,8/1/2017,8/6/2017,Standard Class,AS-10630,Ann Steele,Home Office,Philadelphia,Pennsylvania,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",$5.68 ,2,20%,$1.92 ,0,Moderate
2412,CA-2018-142041,6/7/2018,6/9/2018,Second Class,EM-13810,Eleni McCrary,Corporate,Los Angeles,California,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,$7.52 ,5,20%,$2.63 ,0,Moderate
2413,CA-2017-151295,11/12/2017,11/16/2017,Standard Class,JA-15970,Joseph Airdo,Consumer,Los Angeles,California,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,$11.96 ,2,0%,$5.86 ,0,Moderate
2414,CA-2017-151295,11/12/2017,11/16/2017,Standard Class,JA-15970,Joseph Airdo,Consumer,Los Angeles,California,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,$629.06 ,3,20%,$31.45 ,0,Moderate
2415,CA-2019-156300,12/29/2019,1/2/2020,Standard Class,TB-21595,Troy Blackwell,Consumer,Milwaukee,Wisconsin,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",$754.45 ,5,0%,$60.36 ,0,Moderate
2416,CA-2018-146087,7/6/2018,7/11/2018,Standard Class,PP-18955,Paul Prost,Home Office,Holyoke,Massachusetts,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,$301.96 ,2,0%,$60.39 ,0,Moderate
2417,CA-2020-168655,10/12/2020,10/18/2020,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,$595.00 ,5,0%,$95.20 ,0,Moderate
2418,CA-2020-168655,10/12/2020,10/18/2020,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,$79.87 ,3,20%,$29.95 ,0,Moderate
2419,CA-2019-107202,5/21/2019,5/28/2019,Standard Class,LC-16930,Linda Cazamias,Corporate,Sparks,Nevada,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,"$2,396.40 ",10,20%,$179.73 ,1,High-valued
2420,CA-2020-159597,11/9/2020,11/14/2020,Standard Class,MC-17590,Matt Collister,Corporate,Coachella,California,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",$63.56 ,2,0%,$3.18 ,0,Moderate
2421,CA-2020-159597,11/9/2020,11/14/2020,Standard Class,MC-17590,Matt Collister,Corporate,Coachella,California,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,$99.99 ,1,0%,$44.00 ,0,Moderate
2422,CA-2019-155551,4/18/2019,4/23/2019,Standard Class,CR-12580,Clay Rozendal,Home Office,Elmhurst,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,$230.38 ,3,20%,($48.95),0,Moderate
2423,CA-2019-155551,4/18/2019,4/23/2019,Standard Class,CR-12580,Clay Rozendal,Home Office,Elmhurst,Illinois,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",$9.66 ,2,20%,$3.26 ,0,Moderate
2424,US-2020-147669,12/25/2020,12/30/2020,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,$158.93 ,7,20%,$41.72 ,0,Moderate
2425,US-2020-147669,12/25/2020,12/30/2020,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$13.02 ,1,70%,($10.42),2,Unprofitable
2426,US-2020-147669,12/25/2020,12/30/2020,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,$273.06 ,2,40%,($104.67),2,Unprofitable
2427,US-2020-147669,12/25/2020,12/30/2020,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,$39.31 ,13,20%,$12.78 ,0,Moderate
2428,CA-2019-169922,6/11/2019,6/17/2019,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,$1.34 ,4,80%,($2.15),2,Unprofitable
2429,CA-2019-169922,6/11/2019,6/17/2019,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,$8.27 ,4,80%,($13.65),2,Unprofitable
2430,CA-2019-169922,6/11/2019,6/17/2019,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",$12.54 ,7,60%,($9.09),2,Unprofitable
2431,CA-2020-100748,5/13/2020,5/20/2020,Standard Class,RB-19795,Ross Baird,Home Office,San Francisco,California,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,$58.48 ,8,0%,$27.49 ,0,Moderate
2432,CA-2020-129805,12/28/2020,1/2/2021,Standard Class,HM-14860,Harry Marie,Corporate,Seattle,Washington,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,$7.40 ,2,0%,$3.03 ,0,Moderate
2433,CA-2017-148586,3/25/2017,4/1/2017,Standard Class,AZ-10750,Annie Zypern,Consumer,New York City,New York,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",$366.79 ,7,10%,$65.21 ,0,Moderate
2434,US-2020-112613,5/28/2020,6/1/2020,Standard Class,JH-15910,Jonathan Howell,Consumer,Houston,Texas,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,$54.37 ,4,20%,$4.08 ,0,Moderate
2435,CA-2018-154746,11/14/2018,11/17/2018,First Class,PJ-18835,Patrick Jones,Corporate,Springfield,Virginia,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,$33.96 ,2,0%,$16.98 ,0,Moderate
2436,CA-2018-154746,11/14/2018,11/17/2018,First Class,PJ-18835,Patrick Jones,Corporate,Springfield,Virginia,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,$826.11 ,3,0%,$322.18 ,0,Moderate
2437,CA-2020-140053,7/3/2020,7/10/2020,Standard Class,CA-12265,Christina Anderson,Consumer,Farmington,New Mexico,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",$545.85 ,9,0%,$114.63 ,0,Moderate
2438,CA-2017-164210,11/18/2017,11/20/2017,Second Class,PW-19240,Pierre Wener,Consumer,Louisville,Colorado,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,$145.98 ,2,50%,($99.27),2,Unprofitable
2439,CA-2017-164210,11/18/2017,11/20/2017,Second Class,PW-19240,Pierre Wener,Consumer,Louisville,Colorado,West,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",$35.81 ,4,20%,$12.53 ,0,Moderate
2440,CA-2020-139948,7/17/2020,7/22/2020,Standard Class,SW-20455,Shaun Weien,Consumer,Tampa,Florida,South,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",$7.90 ,2,20%,$2.17 ,0,Moderate
2441,CA-2019-146934,5/22/2019,5/27/2019,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,$345.00 ,5,0%,$86.25 ,0,Moderate
2442,CA-2019-146934,5/22/2019,5/27/2019,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,$174.29 ,2,30%,($19.92),0,Moderate
2443,CA-2019-146934,5/22/2019,5/27/2019,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,$662.84 ,4,0%,$172.34 ,0,Moderate
2444,CA-2019-146934,5/22/2019,5/27/2019,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,$95.10 ,5,0%,$30.43 ,0,Moderate
2445,CA-2019-146934,5/22/2019,5/27/2019,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,$26.88 ,6,0%,$12.90 ,0,Moderate
2446,CA-2019-146934,5/22/2019,5/27/2019,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,$257.98 ,2,0%,$74.81 ,0,Moderate
2447,CA-2018-100573,9/25/2018,10/1/2018,Standard Class,AM-10705,Anne McFarland,Consumer,Los Angeles,California,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",$17.48 ,2,0%,$8.22 ,0,Moderate
2448,CA-2019-119165,10/31/2019,11/6/2019,Standard Class,BD-11320,Bill Donatelli,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,$492.84 ,5,30%,($14.08),0,Moderate
2449,CA-2018-128027,9/14/2018,9/17/2018,Second Class,CM-12385,Christopher Martinez,Consumer,North Charleston,South Carolina,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,$269.49 ,3,0%,$5.39 ,0,Moderate
2450,CA-2019-140207,11/5/2019,11/10/2019,Standard Class,CS-12400,Christopher Schild,Home Office,San Jose,California,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,$29.12 ,5,20%,$9.83 ,0,Moderate
2451,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,$18.75 ,5,0%,$9.00 ,0,Moderate
2452,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,$119.70 ,6,0%,$31.12 ,0,Moderate
2453,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$9.14 ,3,20%,$3.09 ,0,Moderate
2454,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,$57.06 ,3,0%,$18.26 ,0,Moderate
2455,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$71.60 ,8,0%,$13.60 ,0,Moderate
2456,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",$107.44 ,8,0%,$27.93 ,0,Moderate
2457,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,$7.31 ,1,0%,$3.44 ,0,Moderate
2458,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,$59.10 ,6,0%,$22.46 ,0,Moderate
2459,CA-2020-140949,3/17/2020,3/22/2020,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",$46.53 ,3,0%,$12.10 ,0,Moderate
2460,CA-2020-138548,8/15/2020,8/21/2020,Standard Class,JG-15160,James Galang,Consumer,Plainfield,New Jersey,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",$97.84 ,2,0%,$25.44 ,0,Moderate
2461,CA-2018-142419,7/11/2018,7/13/2018,Second Class,SC-20380,Shahid Collister,Consumer,Seattle,Washington,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,$29.97 ,3,0%,$13.49 ,0,Moderate
2462,CA-2018-142419,7/11/2018,7/13/2018,Second Class,SC-20380,Shahid Collister,Consumer,Seattle,Washington,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$98.35 ,3,20%,$34.42 ,0,Moderate
2463,CA-2020-148691,12/3/2020,12/9/2020,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,$83.92 ,5,20%,$29.37 ,0,Moderate
2464,CA-2020-148691,12/3/2020,12/9/2020,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,$14.62 ,2,20%,$5.12 ,0,Moderate
2465,CA-2020-148691,12/3/2020,12/9/2020,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,$136.99 ,1,0%,$36.99 ,0,Moderate
2466,CA-2020-148691,12/3/2020,12/9/2020,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,$3.15 ,1,0%,$1.51 ,0,Moderate
2467,CA-2020-128755,5/4/2020,5/8/2020,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",$9.11 ,1,0%,$4.10 ,0,Moderate
2468,CA-2020-128755,5/4/2020,5/8/2020,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,$571.44 ,4,0%,$165.72 ,0,Moderate
2469,CA-2020-128755,5/4/2020,5/8/2020,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,$32.40 ,5,0%,$15.55 ,0,Moderate
2470,CA-2020-128755,5/4/2020,5/8/2020,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",$16.91 ,1,0%,$4.57 ,0,Moderate
2471,US-2019-135923,1/22/2019,1/28/2019,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,$14.27 ,8,20%,$4.28 ,0,Moderate
2472,US-2019-135923,1/22/2019,1/28/2019,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",$451.14 ,4,20%,($67.67),0,Moderate
2473,US-2019-135923,1/22/2019,1/28/2019,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,$64.86 ,4,20%,$6.49 ,0,Moderate
2474,CA-2019-114972,11/3/2019,11/6/2019,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,$217.58 ,2,20%,($29.92),0,Moderate
2475,CA-2019-114972,11/3/2019,11/6/2019,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,$82.95 ,5,0%,$29.03 ,0,Moderate
2476,CA-2019-114972,11/3/2019,11/6/2019,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,$87.71 ,7,0%,$41.22 ,0,Moderate
2477,CA-2019-114972,11/3/2019,11/6/2019,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,"$1,101.48 ",4,0%,$429.58 ,0,Moderate
2478,CA-2020-102750,9/4/2020,9/8/2020,Second Class,GM-14695,Greg Maxwell,Corporate,Los Angeles,California,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"$1,322.35 ",3,20%,($99.18),0,Moderate
2479,CA-2017-145212,9/13/2017,9/19/2017,Standard Class,DC-12850,Dan Campbell,Consumer,New York City,New York,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,$5.46 ,3,0%,$1.47 ,0,Moderate
2480,CA-2020-141992,6/19/2020,6/25/2020,Standard Class,FO-14305,Frank Olsen,Consumer,Dallas,Texas,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,$11.18 ,1,20%,$0.84 ,0,Moderate
2481,CA-2020-141992,6/19/2020,6/25/2020,Standard Class,FO-14305,Frank Olsen,Consumer,Dallas,Texas,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,$153.58 ,2,20%,($32.64),0,Moderate
2482,CA-2020-147956,12/24/2020,12/31/2020,Standard Class,AH-10210,Alan Hwang,Consumer,Seattle,Washington,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,"$1,003.62 ",6,0%,0,0,Moderate
2483,CA-2020-126067,8/28/2020,9/3/2020,Standard Class,KN-16705,Kristina Nunn,Home Office,Seattle,Washington,West,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,$35.17 ,4,20%,$11.43 ,0,Moderate
2484,CA-2020-126067,8/28/2020,9/3/2020,Standard Class,KN-16705,Kristina Nunn,Home Office,Seattle,Washington,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","$1,137.75 ",5,0%,$250.31 ,0,Moderate
2485,CA-2020-126067,8/28/2020,9/3/2020,Standard Class,KN-16705,Kristina Nunn,Home Office,Seattle,Washington,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,$99.68 ,5,20%,$32.40 ,0,Moderate
2486,CA-2020-126067,8/28/2020,9/3/2020,Standard Class,KN-16705,Kristina Nunn,Home Office,Seattle,Washington,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,$5.56 ,2,0%,$1.45 ,0,Moderate
2487,CA-2018-104514,1/2/2018,1/4/2018,Second Class,CB-12535,Claudia Bergmann,Corporate,Newark,Delaware,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",$85.52 ,2,0%,$22.24 ,0,Moderate
2488,CA-2018-104514,1/2/2018,1/4/2018,Second Class,CB-12535,Claudia Bergmann,Corporate,Newark,Delaware,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,$9.84 ,3,0%,$2.66 ,0,Moderate
2489,CA-2018-104514,1/2/2018,1/4/2018,Second Class,CB-12535,Claudia Bergmann,Corporate,Newark,Delaware,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,$20.04 ,3,0%,$9.62 ,0,Moderate
2490,CA-2018-141040,10/9/2018,10/13/2018,Second Class,TB-21250,Tim Brockman,Consumer,New York City,New York,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,$631.96 ,4,0%,$303.34 ,0,Moderate
2491,CA-2018-141040,10/9/2018,10/13/2018,Second Class,TB-21250,Tim Brockman,Consumer,New York City,New York,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,$23.92 ,4,0%,$10.76 ,0,Moderate
2492,CA-2017-113579,12/13/2017,12/15/2017,Second Class,KD-16345,Katherine Ducich,Consumer,Los Angeles,California,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,$90.24 ,6,0%,$41.51 ,0,Moderate
2493,CA-2017-144624,11/19/2017,11/23/2017,Standard Class,JM-15865,John Murray,Consumer,Jamestown,New York,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,"$4,548.81 ",7,0%,"$1,228.18 ",1,High-valued
